Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,Text
21,0.0,1.0,0.0,0.0,0.6963686943054199,0.2765680253505707,0.027063244953751564,yo mom gay
22,0.0,0.408,0.592,0.4404,0.007337584160268307,0.4022226929664612,0.5904397368431091,@Brotha001 fr. Thanks.
23,0.0,0.621,0.379,0.6705,0.0044678328558802605,0.08454091101884842,0.9109912514686584,Things get better as you get stronger kid. Hang in there.
24,0.0,1.0,0.0,0.0,0.07679788023233414,0.8488544225692749,0.07434768229722977,@Gloria Waziri fr
25,0.0,0.323,0.677,0.6369,0.002728292951360345,0.025586603209376335,0.9716851115226746,Still the best ❤
26,0.197,0.594,0.209,0.1307,0.006434252019971609,0.08571889996528625,0.9078468084335327,I too was depressed but listening to this song I gained a six pack hella bitches a six inch shlong and won the lottery this song helped me through tuff times 🙏😌
27,0.0,1.0,0.0,0.0,0.17443788051605225,0.6192945837974548,0.20626752078533173,Sim.
28,0.0,1.0,0.0,0.0,0.1969848871231079,0.59909588098526,0.2039192020893097,Si
29,0.0,1.0,0.0,0.0,0.15167373418807983,0.8012385368347168,0.04708772897720337,Типо Барби лошадь? Тогда согласен.
30,0.0,1.0,0.0,0.0,0.027416005730628967,0.35998496413230896,0.6125990748405457,คนไทยเหรอ😅😊😊😅😂
31,0.0,0.0,1.0,0.4019,0.1257113814353943,0.47316473722457886,0.40112388134002686,Yes
32,0.423,0.577,0.0,-0.296,0.30421924591064453,0.6539303064346313,0.04185042902827263,no i&#39;m the og
33,0.0,1.0,0.0,0.0,0.13804903626441956,0.6728742718696594,0.18907661736011505,Me. Too
34,0.0,1.0,0.0,0.0,0.19564497470855713,0.5692458748817444,0.2351091057062149,Siuuuuuu
35,0.403,0.597,0.0,-0.4019,0.8569619059562683,0.13200822472572327,0.011029831133782864,"damn, this is 4 years old"
36,0.194,0.806,0.0,-0.0516,0.04867368936538696,0.3088434040546417,0.6424829363822937,this song won&#39;t leave my mind 💨
37,0.0,1.0,0.0,0.0,0.00652262894436717,0.12450774759054184,0.8689696192741394,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
38,0.0,0.698,0.302,0.3818,0.16941218078136444,0.7289688587188721,0.10161898285150528,Accept for one person which is white😂😂
39,0.0,1.0,0.0,0.0,0.0077625722624361515,0.21340638399124146,0.7788310647010803,True❤
40,0.0,0.704,0.296,0.2732,0.15429510176181793,0.7733253240585327,0.07237955927848816,U just heard it yesterday god dame
41,0.0,1.0,0.0,0.0,0.2603243589401245,0.5067316293716431,0.232944056391716,Dawg
42,0.0,0.717,0.283,0.7717,0.036402229219675064,0.7812588214874268,0.1823388785123825,"@Alice rodrigues Por favor, apoyen a mi música chicos, como el amor que les di, les deseo todo lo mejor"
43,0.0,1.0,0.0,0.0,0.006639709696173668,0.5156248211860657,0.4777354896068573,Eu concordo PLENAMENTE<br><br>🐺💙
44,0.0,0.536,0.464,0.3818,0.06575103849172592,0.7033557295799255,0.23089325428009033,Wake up bold man
45,0.0,0.58,0.42,0.4404,0.002323780907317996,0.0423903688788414,0.955285906791687,This good in 2019 though
46,0.0,1.0,0.0,0.0,0.10429977625608444,0.7248862385749817,0.17081406712532043,Wake Up To reality Bro 😂
47,0.623,0.377,0.0,-0.5106,0.939189612865448,0.05521933361887932,0.005591020919382572,Your sick man
48,0.459,0.541,0.0,-0.5267,0.8282872438430786,0.14971165359020233,0.022001126781105995,Hahahaha you is Smooth  criminal
49,0.0,0.345,0.655,0.2263,0.20998235046863556,0.658453106880188,0.13156458735466003,Jk u now
50,0.0,1.0,0.0,0.0,0.003551096422597766,0.23330141603946686,0.7631474733352661,@tahkikatibanda8972 I subscribed to you 👍
51,0.0,1.0,0.0,0.0,0.0038636834360659122,0.1689031720161438,0.8272331357002258,U  8idddrrrtt        uuusww    yyyyyg🎉🎉luuý66yyyyyyhg<br>Bull
52,0.0,0.0,0.0,0.0,0.6762849688529968,0.2614877223968506,0.06222734600305557,😮
53,0.0,0.0,0.0,0.0,0.002739227144047618,0.10901948809623718,0.8882413506507874,🎉
54,0.0,0.0,0.0,0.0,0.04336126148700714,0.4718359410762787,0.48480281233787537,😅
55,0.0,1.0,0.0,0.0,0.2883662283420563,0.5568787455558777,0.15475504100322723,Nois kkk
56,0.0,0.532,0.468,0.7215,0.22739985585212708,0.5228967070579529,0.24970348179340363,When I was a fun but not forced guy I miss the old nas x 😢
57,1.0,0.0,0.0,-0.296,0.3198991119861603,0.49548888206481934,0.18461203575134277,No
58,0.4,0.6,0.0,-0.25,0.4892314374446869,0.41755881905555725,0.09320973604917526,Imagine getting offended 😅😂
59,0.257,0.743,0.0,-0.7088,0.9573225975036621,0.03829760104417801,0.004379807971417904,@Zeldris Oh No i Said Fricking! And? That doesent Change the Fucking Fakt That believing in Religion is Stupid AF
60,0.291,0.709,0.0,-0.6249,0.861807107925415,0.125778466463089,0.012414484284818172,@Second Worst Cipher PlayerNigga you said “fricking” pipe down little timmy
61,0.0,0.783,0.217,0.3597,0.9021787047386169,0.08955840021371841,0.008262954652309418,"You&#39;re a fricking Joke, imagine still believing in religion in 2023"
62,0.0,1.0,0.0,0.0,0.05078605189919472,0.8810799717903137,0.06813402473926544,eu em julho d 2023 olvindo como c fose a primeira fez
63,0.88,0.12,0.0,-0.8074,0.941288948059082,0.051787570118904114,0.006923520006239414,Wtf my ass
64,0.0,1.0,0.0,0.0,0.19925346970558167,0.61872398853302,0.18202251195907593,Bons tempos
65,0.0,1.0,0.0,0.0,0.39375707507133484,0.5519984364509583,0.05424454063177109,I&#39;m here again
66,0.0,0.0,0.0,0.0,0.22494982182979584,0.6333133578300476,0.14173676073551178,Š
67,0.0,1.0,0.0,0.0,0.2288517951965332,0.6519450545310974,0.11920316517353058,Your point
68,0.0,1.0,0.0,0.0,0.011793456971645355,0.321015864610672,0.667190670967102,​@Cool🎧🎧800k 😅😅rttttttŕďsssss
69,0.0,0.0,1.0,0.5267,0.047630686312913895,0.3404705226421356,0.6118987202644348,Yay
70,0.0,1.0,0.0,0.0,0.1865917146205902,0.7467494606971741,0.06665874272584915,I just noticed that
71,0.0,1.0,0.0,0.0,0.06979208439588547,0.8335064649581909,0.09670151025056839,Let&#39;s go
72,0.0,1.0,0.0,0.0,0.2194899171590805,0.48065823316574097,0.2998518645763397,😂😂😂
73,0.0,0.0,1.0,0.6705,0.020046936348080635,0.39489758014678955,0.5850554704666138,Yes true
74,0.0,0.0,0.0,0.0,0.06462078541517258,0.6208119988441467,0.3145672082901001,✋
75,0.0,0.706,0.294,0.3612,0.0014142557047307491,0.04643648490309715,0.9521492123603821,i think you will like my new song
76,0.0,1.0,0.0,0.0,0.48256656527519226,0.489671528339386,0.02776191383600235,What happened? I don&#39;t know anything about him but this song.
77,0.0,0.762,0.238,0.3612,0.0018384249415248632,0.06188134849071503,0.9362801909446716,"same here , i think you will like my new song"
78,0.0,0.706,0.294,0.3612,0.0014142557047307491,0.04643648490309715,0.9521492123603821,i think you will like my new song
79,0.0,0.706,0.294,0.3612,0.0014142557047307491,0.04643648490309715,0.9521492123603821,i think you will like my new song
80,0.0,0.706,0.294,0.3612,0.0014142557047307491,0.04643648490309715,0.9521492123603821,i think you will like my new song
81,0.0,0.706,0.294,0.3612,0.0014142557047307491,0.04643648490309715,0.9521492123603821,i think you will like my new song
82,0.0,0.706,0.294,0.3612,0.0014142557047307491,0.04643648490309715,0.9521492123603821,i think you will like my new song
83,0.0,0.706,0.294,0.3612,0.0014142557047307491,0.04643648490309715,0.9521492123603821,i think you will like my new song
84,0.0,1.0,0.0,0.0,0.0015847329050302505,0.07302505522966385,0.9253902435302734,@GAMINGIZLYFE99YT 😊😊🙏🙏
85,0.0,1.0,0.0,0.0,0.2474299818277359,0.510922908782959,0.2416471540927887,fr
86,0.0,0.526,0.474,0.5574,0.004362501669675112,0.08113899827003479,0.914498507976532,@Bob hero Absolutely right. 😊😊🙏🙏
87,0.0,0.494,0.506,0.6249,0.016182878986001015,0.18286359310150146,0.8009535074234009,4 years later and still great
88,0.0,0.508,0.492,0.4404,0.0019543517846614122,0.05736052617430687,0.9406851530075073,@YoungSavage _2001 Thanks. 😊😊🙏🙏
89,0.0,0.706,0.294,0.3612,0.0014142557047307491,0.04643648490309715,0.9521492123603821,i think you will like my new song
90,0.0,0.706,0.294,0.3612,0.0014142557047307491,0.04643648490309715,0.9521492123603821,i think you will like my new song
91,0.324,0.676,0.0,-0.34,0.012530582025647163,0.1695491522550583,0.8179202675819397,@Tre Tre bro it&#39;s fire 🔥🔥
92,0.0,0.706,0.294,0.3612,0.0014142557047307491,0.04643648490309715,0.9521492123603821,i think you will like my new song
93,0.0,0.706,0.294,0.3612,0.0014142557047307491,0.04643648490309715,0.9521492123603821,i think you will like my new song
94,0.0,0.706,0.294,0.3612,0.0014142557047307491,0.04643648490309715,0.9521492123603821,i think you will like my new song
95,0.0,1.0,0.0,0.0,0.1483575701713562,0.7966082096099854,0.055034272372722626,Кому голды пишите в лс
96,0.0,1.0,0.0,0.0,0.23845933377742767,0.5406006574630737,0.2209399938583374,Foda
97,0.0,1.0,0.0,0.0,0.26452380418777466,0.5163923501968384,0.21908389031887054,Oa
98,0.0,1.0,0.0,0.0,0.08956608921289444,0.831504225730896,0.07892969250679016,توبوا الى الله لأن بالصلاح والاسلام تحيا النفوس والقلوب*--*----<br> Repent to Allah in Islam because by Islam live the hearts  and the souls
99,0.0,1.0,0.0,0.0,0.08956608921289444,0.831504225730896,0.07892969250679016,توبوا الى الله لأن بالصلاح والاسلام تحيا النفوس والقلوب*--*----<br> Repent to Allah in Islam because by Islam live the hearts  and the souls
100,0.0,1.0,0.0,0.0,0.08956608921289444,0.831504225730896,0.07892969250679016,توبوا الى الله لأن بالصلاح والاسلام تحيا النفوس والقلوب*--*----<br> Repent to Allah in Islam because by Islam live the hearts  and the souls
101,0.0,1.0,0.0,0.0,0.08956608921289444,0.831504225730896,0.07892969250679016,توبوا الى الله لأن بالصلاح والاسلام تحيا النفوس والقلوب*--*----<br> Repent to Allah in Islam because by Islam live the hearts  and the souls
102,0.0,1.0,0.0,0.0,0.08956608921289444,0.831504225730896,0.07892969250679016,توبوا الى الله لأن بالصلاح والاسلام تحيا النفوس والقلوب*--*----<br> Repent to Allah in Islam because by Islam live the hearts  and the souls
103,0.0,1.0,0.0,0.0,0.08956608921289444,0.831504225730896,0.07892969250679016,توبوا الى الله لأن بالصلاح والاسلام تحيا النفوس والقلوب*--*----<br> Repent to Allah in Islam because by Islam live the hearts  and the souls
104,0.0,1.0,0.0,0.0,0.08956608921289444,0.831504225730896,0.07892969250679016,توبوا الى الله لأن بالصلاح والاسلام تحيا النفوس والقلوب*--*----<br> Repent to Allah in Islam because by Islam live the hearts  and the souls
105,0.0,1.0,0.0,0.0,0.08956608921289444,0.831504225730896,0.07892969250679016,توبوا الى الله لأن بالصلاح والاسلام تحيا النفوس والقلوب*--*----<br> Repent to Allah in Islam because by Islam live the hearts  and the souls
106,0.0,1.0,0.0,0.0,0.0008355759782716632,0.03677910938858986,0.9623852372169495,C&#39;est  vrai🎉🎉😊❤
107,0.0,1.0,0.0,0.0,0.10615696758031845,0.7748244404792786,0.11901863664388657,​@Peachplayssame
108,0.0,0.633,0.367,0.8442,0.0019461169140413404,0.009992334060370922,0.9880615472793579,Bro I loved this in 2019 it was my childhood song I still love it too this day
109,0.0,1.0,0.0,0.0,0.005465079098939896,0.21975770592689514,0.7747771739959717,yo as😊
110,0.0,0.0,1.0,0.4019,0.1257113814353943,0.47316473722457886,0.40112388134002686,Yes
111,0.0,0.477,0.523,0.508,0.008913533762097359,0.2739641070365906,0.7171223759651184,@Almirr yt yes sir!!
112,0.0,0.408,0.592,0.4404,0.05862383916974068,0.5110554695129395,0.43032070994377136,good old days
113,0.0,1.0,0.0,0.0,0.1534547656774521,0.5957112312316895,0.2508339583873749,Me
114,0.5,0.286,0.214,-0.4588,0.8604320287704468,0.13074667751789093,0.008821307681500912,Feeling bad for you
115,0.772,0.228,0.0,-0.5256,0.9050089120864868,0.08563914149999619,0.009351922199130058,So sad
116,0.0,1.0,0.0,0.0,0.1089160218834877,0.8492494225502014,0.0418345183134079,"че ты такой агрессивный? успокойся мужик, выпей пивка, пойди в 2 смены поработай на заводе"
117,0.0,1.0,0.0,0.0,0.1623496413230896,0.7772181034088135,0.06043232977390289,раша момент
118,0.04,0.651,0.309,0.9313,0.2847823202610016,0.5792934894561768,0.13592413067817688,"Honestly, probably best to save that prayer for yourself and people in your life who matter to you, such as friends and family. No point in praying for a random celebrity you&#39;ve never met, don&#39;t know, and doesn&#39;t know you. Just my opinion tho 🤷"
119,0.0,1.0,0.0,0.0,0.16010351479053497,0.7854169011116028,0.05447962507605553,Трахнул индустрию
120,0.0,1.0,0.0,0.0,0.00232665054500103,0.045819953083992004,0.9518533945083618,This is actually nostalgic
121,0.0,1.0,0.0,0.0,0.5012584924697876,0.4465542137622833,0.05218735337257385,@turquoria vamper right right right shut up mate
122,0.0,1.0,0.0,0.0,0.2678612470626831,0.5825159549713135,0.14962275326251984,Fr
123,0.0,1.0,0.0,0.0,0.04974367842078209,0.6364647746086121,0.31379151344299316,righttt girl right
124,0.0,1.0,0.0,0.0,0.07807772606611252,0.6462517380714417,0.2756705582141876,Merci beaucoup
125,0.0,1.0,0.0,0.0,0.40508517622947693,0.4833748936653137,0.11153990030288696,Grow up
126,0.338,0.282,0.38,0.0772,0.04328370466828346,0.5438193678855896,0.41289690136909485,holiday goes crazy onb
127,0.0,1.0,0.0,0.0,0.10312728583812714,0.8355770707130432,0.06129563972353935,@Chris Zaun I’m 15 cuh
128,0.0,1.0,0.0,0.0,0.1250482052564621,0.6616199612617493,0.21333184838294983,"You have nostalgia from 4 years ago,are you 11 years old"
129,0.0,1.0,0.0,0.0,0.18622279167175293,0.7444807887077332,0.06929641962051392,Não enjoa de jeito nenhum
130,0.0,1.0,0.0,0.0,0.17443788051605225,0.6192945837974548,0.20626752078533173,Sim.
131,0.0,1.0,0.0,0.0,0.232046976685524,0.7051020860671997,0.06285087019205093,Can&#39;t nobody tell me nothing- Lil Nax X
132,0.0,1.0,0.0,0.0,0.2825448513031006,0.43036890029907227,0.28708624839782715,🤣🤣🤣🤣
133,0.0,1.0,0.0,0.0,0.1692286729812622,0.5737432241439819,0.25702813267707825,Jura 😂😂
134,0.0,1.0,0.0,0.0,0.13402430713176727,0.764075756072998,0.10189997404813766,in ze eentje en zand werd steen
135,0.0,1.0,0.0,0.0,0.17443788051605225,0.6192945837974548,0.20626752078533173,Sim.
136,0.0,1.0,0.0,0.0,0.1412762999534607,0.7418946027755737,0.11682910472154617,Rasis sat
137,0.0,1.0,0.0,0.0,0.2474299818277359,0.510922908782959,0.2416471540927887,fr
138,0.0,1.0,0.0,0.0,0.8828585743904114,0.10564649850130081,0.011494972743093967,@Lovely Lime this video is already very gay
139,0.0,1.0,0.0,0.0,0.16520412266254425,0.7775983810424805,0.057197485119104385,​@ryan?
140,0.0,1.0,0.0,0.0,0.5637062788009644,0.3678704500198364,0.06842324882745743,Girl this video is already camp
141,0.452,0.548,0.0,-0.5106,0.8884586691856384,0.09964684396982193,0.011894491501152515,@1lzs mf you failed ratio 💀
142,0.0,0.0,1.0,0.2732,0.04921083524823189,0.5463374257087708,0.40445178747177124,Agreed
143,0.0,1.0,0.0,0.0,0.23783428966999054,0.5698290467262268,0.19233669340610504,Slay
144,0.0,0.0,1.0,0.296,0.17729468643665314,0.5264874696731567,0.29621782898902893,Ok
145,0.0,1.0,0.0,0.0,0.23503947257995605,0.5079554319381714,0.25700509548187256,Sim
146,0.078,0.922,0.0,-0.296,0.10578933358192444,0.829074501991272,0.06513611227273941,Ufa eu entrei uns BR no meio duns GRINGOS= quer dizer nós estamos em todo o lugar da internet. Número da fonte onde eu encontrei💯 Argumento para acreditar:CONFIA.
147,0.0,1.0,0.0,0.0,0.09140930324792862,0.5528280138969421,0.3557627201080322,Fato!
148,0.0,1.0,0.0,0.0,0.21314212679862976,0.7406149506568909,0.046242907643318176,E porque a gente não entende kkkskkssk
149,0.0,1.0,0.0,0.0,0.11566468328237534,0.8312358856201172,0.053099386394023895,"Vdd, essa música me lembrou do começo desse ano kkkkkk"
150,0.0,1.0,0.0,0.0,0.19706293940544128,0.6537344455718994,0.14920255541801453,Lenny*
151,0.0,1.0,0.0,0.0,0.8847368955612183,0.09838157892227173,0.016881529241800308,same so bad😩
152,0.0,1.0,0.0,0.0,0.7998024225234985,0.16304302215576172,0.03715459629893303,😭💩
153,0.0,1.0,0.0,0.0,0.6665853261947632,0.2701236605644226,0.06329097598791122,😢😂
154,0.0,1.0,0.0,0.0,0.16468490660190582,0.7496961355209351,0.08561898022890091,@Louva im Ukraine
155,0.132,0.539,0.329,0.5106,0.3348608911037445,0.5359086990356445,0.12923043966293335,"yes, why does no one speack aout that ? nice russian comment btw"
156,0.0,0.0,0.0,0.0,0.19379551708698273,0.47714629769325256,0.3290582299232483,😂
157,0.0,0.0,0.0,0.0,0.19379551708698273,0.47714629769325256,0.3290582299232483,😂
158,0.0,1.0,0.0,0.0,0.0626031830906868,0.8421353697776794,0.09526138007640839,Haq s🇮🇳
159,0.0,1.0,0.0,0.0,0.21091428399085999,0.5076835751533508,0.2814021110534668,Yup
160,0.0,0.0,1.0,0.4019,0.1257113814353943,0.47316473722457886,0.40112388134002686,Yes
161,0.0,1.0,0.0,0.0,0.21091428399085999,0.5076835751533508,0.2814021110534668,Yup
162,0.0,1.0,0.0,0.0,0.3226650059223175,0.629334032535553,0.04800094664096832,Foot rust
163,0.0,1.0,0.0,0.0,0.1790928840637207,0.6794661283493042,0.14144091308116913,yk piano dude
164,0.0,1.0,0.0,0.0,0.08629307150840759,0.8148127198219299,0.0988941341638565,I got it from Pacil
165,0.0,1.0,0.0,0.0,0.06181330606341362,0.648705005645752,0.2894817292690277,Hi bro
166,0.0,1.0,0.0,0.0,0.0029901759698987007,0.3974798023700714,0.5995299816131592,I&#39;m from Colombia 😎
167,0.0,0.0,0.0,0.0,0.002739227144047618,0.10901948809623718,0.8882413506507874,🎉
168,0.0,1.0,0.0,0.0,0.2921622097492218,0.5809409022331238,0.12689685821533203,why
169,0.0,1.0,0.0,0.0,0.19017748534679413,0.7565669417381287,0.05325555428862572,"<a href=""https://www.youtube.com/watch?v=r7qovpFAGrQ&amp;t=2m30s"">2:30</a>"
170,0.0,1.0,0.0,0.0,0.20765450596809387,0.7382166385650635,0.05412883684039116,"<a href=""https://www.youtube.com/watch?v=r7qovpFAGrQ&amp;t=2m21s"">2:21</a>"
171,0.0,1.0,0.0,0.0,0.20486894249916077,0.7422950267791748,0.05283604934811592,"<a href=""https://www.youtube.com/watch?v=r7qovpFAGrQ&amp;t=2m10s"">2:10</a>"
172,0.0,1.0,0.0,0.0,0.2052316516637802,0.7412173748016357,0.05355098098516464,"<a href=""https://www.youtube.com/watch?v=r7qovpFAGrQ&amp;t=2m01s"">2:01</a>"
173,0.0,1.0,0.0,0.0,0.204832062125206,0.7396829724311829,0.05548495054244995,"<a href=""https://www.youtube.com/watch?v=r7qovpFAGrQ&amp;t=1m48s"">1:48</a>"
174,1.0,0.0,0.0,-0.296,0.3040974736213684,0.47296929359436035,0.22293323278427124,no
175,0.0,1.0,0.0,0.0,0.06768310070037842,0.8984953761100769,0.03382143750786781,​@Chris CurryWhat did you pick up from the lyrics?
176,0.0,0.351,0.649,0.4019,0.011674096807837486,0.523444652557373,0.4648813009262085,@Chris Curry okay fine
177,0.0,0.857,0.143,0.3612,0.08127292990684509,0.7242990136146545,0.19442802667617798,@FUBK -_- go ahead. I’d like to see how different it is from the American Lyrics
178,0.0,0.836,0.164,0.6697,0.0014377400511875749,0.024293383583426476,0.9742688536643982,"@Chris Curry In the Brazilian language, this song was translated in a way and for Brazilians, its lyrics are very beautiful if you want, I&#39;ll send them here in the comments"
179,0.195,0.805,0.0,-0.3455,0.5078004002571106,0.4607977569103241,0.03140179067850113,You ever REALLY pay attention to the lyrics of this song?
180,0.0,1.0,0.0,0.0,0.09977873414754868,0.7690730094909668,0.13114826381206512,@yves Benze oui c’est vrai
181,0.0,1.0,0.0,0.0,0.09104108065366745,0.8655509352684021,0.04340801760554314,Aujourd’hui il à bien changé en 3-4 ans
182,0.0,0.0,0.0,0.0,0.11738274246454239,0.6694511771202087,0.21316610276699066,🙆
183,0.0,1.0,0.0,0.0,0.2155691683292389,0.6222493052482605,0.16218160092830658,hijj
184,0.0,0.508,0.492,0.4404,0.0047623394057154655,0.020229578018188477,0.9750081300735474,Song is too good
185,0.0,1.0,0.0,0.0,0.188071608543396,0.63726806640625,0.174660325050354,Old town
186,0.0,0.664,0.336,0.7964,0.09405633062124252,0.557706892490387,0.34823670983314514,Doesn&#39;t take a lot of talent to just use the music created by actual talented artists such as Trent Reznor.
187,0.0,1.0,0.0,0.0,0.05830228328704834,0.6866210103034973,0.25507673621177673,"😊 <a href=""https://www.youtube.com/watch?v=r7qovpFAGrQ&amp;t=1m13s"">1:13</a> 😁🤔"
188,0.0,1.0,0.0,0.0,0.20451170206069946,0.5521486401557922,0.2433396279811859,hi
189,0.0,1.0,0.0,0.0,0.7350934743881226,0.2503884732723236,0.01451810635626316,@Danika HoweDante that’s too political
190,0.0,1.0,0.0,0.0,0.022900845855474472,0.7211907505989075,0.25590842962265015,Captain America and the Caribbean
191,0.0,1.0,0.0,0.0,0.002183580072596669,0.14244288206100464,0.8553735017776489,Nada and then I will get there and I’ll 🎉❤ I’ll let them you out there in
192,0.0,1.0,0.0,0.0,0.3211042284965515,0.5129061341285706,0.16598960757255554,Same
193,0.0,1.0,0.0,0.0,0.0762365385890007,0.864188015460968,0.059575535356998444,Do you live in maine?
194,0.0,0.0,0.0,0.0,0.35990822315216064,0.37766408920288086,0.2624277174472809,💀
195,0.0,0.0,0.0,0.0,0.18538783490657806,0.642231285572052,0.17238090932369232,👹
196,0.0,0.916,0.084,0.2732,0.9753261804580688,0.02237945795059204,0.00229427358135581,"U should not listen to the songs of this guy ,cus some of his songs are really demonic and goes against God in all ways"
197,0.0,0.751,0.249,0.8989,0.0019515546737238765,0.03577252849936485,0.9622759819030762,"John 3:16 &quot;For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life.&quot; Christ is the only eat to the heaven.God bless you have a nice day"
198,0.188,0.812,0.0,-0.5267,0.7565832138061523,0.22299636900424957,0.020420439541339874,@Matt Green Prolly cuz ain&#39;t no way this video has all authentic views and no one even thinks about that lowkey 💀
199,0.0,1.0,0.0,0.0,0.13953529298305511,0.8353448510169983,0.025119910016655922,Was this comment left by ai
200,0.0,1.0,0.0,0.0,0.005376786924898624,0.37895292043685913,0.6156703233718872,Listening in 2023 🔥
201,0.151,0.629,0.22,0.2732,0.38228219747543335,0.575474739074707,0.042243048548698425,"@Schrödinger&#39;s Kat criticizes that black for using a horse, that is, his superior"
202,0.0,1.0,0.0,0.0,0.016740480437874794,0.9250405430793762,0.05821901187300682,@Yogesh Dayalu SinghI’m 10 now
203,0.0,1.0,0.0,0.0,0.34876176714897156,0.6242468357086182,0.026991400867700577,​@Yogesh Dayalu Singhwtf is that math
204,0.0,1.0,0.0,0.0,0.1607629805803299,0.7851200103759766,0.05411697179079056,So you are 13 now <br>Hmm? 🤔
205,0.0,0.0,1.0,0.7717,0.005916711408644915,0.12623637914657593,0.8678469061851501,"Yes, Thanks god"
206,0.0,1.0,0.0,0.0,0.5051306486129761,0.4789922833442688,0.015877068042755127,Was it supposed to be homophobic ???
207,0.0,0.0,0.0,0.0,0.09442666172981262,0.537204921245575,0.3683684170246124,!
208,0.0,1.0,0.0,0.0,0.3346502184867859,0.5606069564819336,0.10474283248186111,late
209,0.0,1.0,0.0,0.0,0.2321939468383789,0.5750047564506531,0.1928013265132904,very
210,0.0,1.0,0.0,0.0,0.21268561482429504,0.6410423517227173,0.14627203345298767,are
211,0.0,1.0,0.0,0.0,0.23056724667549133,0.5649176836013794,0.20451509952545166,you
212,0.0,1.0,0.0,0.0,0.03691718727350235,0.3147260844707489,0.6483567357063293,"<a href=""about:invalid#zCSafez""></a>🥰🥰"
213,0.0,1.0,0.0,0.0,0.016123246401548386,0.40731942653656006,0.5765573382377625,@Love Cupidhahahahah
214,0.0,1.0,0.0,0.0,0.05585365369915962,0.8253533244132996,0.1187930777668953,@Coffee Imma live for 150 years and take ma horse to the old town road
215,0.673,0.327,0.0,-0.7324,0.6278203129768372,0.34410595893859863,0.028073763474822044,"You&#39;ll be dead, so nah"
216,0.0,1.0,0.0,0.0,0.1093016117811203,0.8300361037254333,0.060662224888801575,Ce é br?
217,0.0,1.0,0.0,0.0,0.20463505387306213,0.5491512417793274,0.2462136596441269,Verdade
218,0.0,1.0,0.0,0.0,0.1360166221857071,0.7665457725524902,0.09743756800889969,pensei que ele tinha morrido
219,0.0,1.0,0.0,0.0,0.18078960478305817,0.6264657378196716,0.192744642496109,He gae
220,0.0,1.0,0.0,0.0,0.08110151439905167,0.8497365713119507,0.06916194409132004,@Buddy wdym?
221,0.524,0.476,0.0,-0.6597,0.8485015034675598,0.14346331357955933,0.00803515873849392,Before his gay devil stuff
